report_id,date,site,report_type,activity,description,sif_potential,sif_predicted,sif_probability,life_saving_rule,lsr_all_matches,activity_category,barrier_failure
RPT-00699,2025-01-17,Digboi Refinery,UA,excavation near buried pipeline,UA raised at Digboi Refinery: worker engaged in excavation near buried pipeline without following procedure - PPE (harness/gloves/goggles) not worn correctly.,0,0,0.395,Working at Height,['Working at Height'],Excavation,PPE Non-Compliance
RPT-00700,2025-07-18,Digboi Refinery,UA,electrical panel maintenance,Field audit at Digboi Refinery identified electrical panel maintenance where isolation point not verified with lock and tag. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,1,1,0.757,Energy Isolation,['Energy Isolation'],Electrical Maintenance,Isolation Not Verified
RPT-00701,2025-04-24,Jorajan Pipeline ROW,Near-Miss,excavation near buried pipeline,"While conducting excavation near buried pipeline, a near-miss occurred at Jorajan Pipeline ROW because no lifting plan / unqualified rigger used.",1,1,0.506,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Excavation,Permit Not Issued
RPT-00702,2025-11-24,Digboi Refinery,Near-Miss,working at height on scaffolding,"During working at height on scaffolding at Digboi Refinery, it was observed that isolation point not verified with lock and tag. This created a direct exposure to fall from height.",1,1,0.844,Working at Height,"['Working at Height', 'Energy Isolation']",Working at Height,Isolation Not Verified
RPT-00703,2025-05-17,Kumchai Compressor Station,Near-Miss,excavation near buried pipeline,"During excavation near buried pipeline at Kumchai Compressor Station, it was observed that communication breakdown between crew and control room. This created a direct exposure to being struck by moving/falling/suspended object.",0,0,0.174,Line of Fire,['Line of Fire'],Excavation,Communication Failure
RPT-00704,2025-09-23,Duliajan Field,Near-Miss,housekeeping / material storage,"During housekeeping / material storage at Duliajan Field, it was observed that PPE (harness/gloves/goggles) not worn correctly. This created a direct exposure to loss of critical safety function.",0,0,0.318,Working at Height,['Working at Height'],Inspection / Housekeeping,PPE Non-Compliance
RPT-00705,2025-12-03,Digboi Refinery,UC,housekeeping / material storage,UC raised at Digboi Refinery: worker engaged in housekeeping / material storage without following procedure - isolation point not verified with lock and tag.,0,0,0.389,Energy Isolation,['Energy Isolation'],Inspection / Housekeeping,Isolation Not Verified
RPT-00706,2025-02-24,Lakwa Gas Plant,UC,routine equipment inspection round,Field audit at Lakwa Gas Plant identified routine equipment inspection round where gas test not performed before entry. No injury occurred but potential for uncontrolled/unauthorized simultaneous operations was high.,0,0,0.328,Confined Space,"['Confined Space', 'Work Authorization']",Inspection / Housekeeping,Gas Test Skipped
RPT-00707,2025-03-27,Lakwa Gas Plant,Near-Miss,energy isolation / LOTO on pump,"Observation (Near-Miss) at Lakwa Gas Plant - energy isolation / LOTO on pump in progress, however toolbox talk / risk assessment not conducted, increasing risk of unexpected equipment start-up / stored energy release.",0,1,0.521,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Risk Assessment Skipped
RPT-00708,2025-11-04,Duliajan Workshop,UA,line of fire during pipe fitting removal,UA raised at Duliajan Workshop: worker engaged in line of fire during pipe fitting removal without following procedure - equipment inspection overdue / defective tool used.,0,0,0.496,Line of Fire,['Line of Fire'],Line of Fire Exposure,Defective Equipment
RPT-00709,2025-07-31,Kumchai Compressor Station,Incident,energy isolation / LOTO on pump,"While conducting energy isolation / LOTO on pump, a incident occurred at Kumchai Compressor Station because equipment inspection overdue / defective tool used.",0,0,0.438,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Defective Equipment
RPT-00710,2025-07-12,Naharkatiya Tank Farm,UC,housekeeping / material storage,Field audit at Naharkatiya Tank Farm identified housekeeping / material storage where supervision inadequate for high-risk task. No injury occurred but potential for loss of critical safety function was high.,0,0,0.151,Unclassified,[],Inspection / Housekeeping,Inadequate Supervision
RPT-00711,2025-01-18,Barekuri Well Pad,UC,energy isolation / LOTO on pump,"Observation (UC) at Barekuri Well Pad - energy isolation / LOTO on pump in progress, however toolbox talk / risk assessment not conducted, increasing risk of unexpected equipment start-up / stored energy release.",1,0,0.466,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Risk Assessment Skipped
RPT-00712,2025-04-24,Lakwa Gas Plant,UA,working at height on scaffolding,"While conducting working at height on scaffolding, a ua occurred at Lakwa Gas Plant because equipment inspection overdue / defective tool used.",1,1,0.676,Working at Height,['Working at Height'],Working at Height,Defective Equipment
RPT-00713,2025-10-20,Kumchai Compressor Station,Incident,working at height on scaffolding,Field audit at Kumchai Compressor Station identified working at height on scaffolding where barricade/warning signage missing at work area. No injury occurred but potential for fall from height was high.,0,0,0.461,Working at Height,['Working at Height'],Working at Height,Barricade/Signage Missing
RPT-00714,2025-10-26,Digboi Refinery,UC,working at height on scaffolding,UC raised at Digboi Refinery: worker engaged in working at height on scaffolding without following procedure - toolbox talk / risk assessment not conducted.,0,0,0.471,Working at Height,['Working at Height'],Working at Height,Risk Assessment Skipped
RPT-00715,2025-04-22,Moran GGS,UA,driving light vehicle on site road,"Observation (UA) at Moran GGS - driving light vehicle on site road in progress, however barricade/warning signage missing at work area, increasing risk of vehicle collision.",0,0,0.068,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Barricade/Signage Missing
RPT-00716,2025-12-20,Digboi Refinery,Near-Miss,housekeeping / material storage,Near-Miss raised at Digboi Refinery: worker engaged in housekeeping / material storage without following procedure - supervision inadequate for high-risk task.,0,0,0.147,Unclassified,[],Inspection / Housekeeping,Inadequate Supervision
RPT-00717,2025-10-23,Lakwa Gas Plant,UC,hot work / welding near flammable storage,"During hot work / welding near flammable storage at Lakwa Gas Plant, it was observed that no lifting plan / unqualified rigger used. This created a direct exposure to fire or explosion in presence of flammable atmosphere.",1,1,0.824,Hot Work,"['Hot Work', 'Safe Mechanical Lifting']",Hot Work,Permit Not Issued
RPT-00718,2025-03-03,Digboi Refinery,UA,working at height on scaffolding,"Observation (UA) at Digboi Refinery - working at height on scaffolding in progress, however supervision inadequate for high-risk task, increasing risk of fall from height.",0,0,0.464,Working at Height,['Working at Height'],Working at Height,Inadequate Supervision
RPT-00719,2025-10-04,Lakwa Gas Plant,UA,working at height on scaffolding,Field audit at Lakwa Gas Plant identified working at height on scaffolding where communication breakdown between crew and control room. No injury occurred but potential for fall from height was high.,1,1,0.579,Working at Height,['Working at Height'],Working at Height,Communication Failure
RPT-00720,2025-07-21,Numaligarh Terminal,Near-Miss,energy isolation / LOTO on pump,Near-Miss raised at Numaligarh Terminal: worker engaged in energy isolation / LOTO on pump without following procedure - equipment inspection overdue / defective tool used.,1,1,0.627,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Defective Equipment
RPT-00721,2025-07-21,Lakwa Gas Plant,UA,vehicle movement in loading bay,"Observation (UA) at Lakwa Gas Plant - vehicle movement in loading bay in progress, however equipment inspection overdue / defective tool used, increasing risk of vehicle collision.",0,0,0.194,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Defective Equipment
RPT-00722,2025-05-15,Numaligarh Terminal,UC,energy isolation / LOTO on pump,"During energy isolation / LOTO on pump at Numaligarh Terminal, it was observed that PPE (harness/gloves/goggles) not worn correctly. This created a direct exposure to unexpected equipment start-up / stored energy release.",1,1,0.798,Energy Isolation,"['Energy Isolation', 'Working at Height']",Energy Isolation / LOTO,PPE Non-Compliance
RPT-00723,2025-09-04,Naharkatiya Tank Farm,Near-Miss,excavation near buried pipeline,Near-Miss raised at Naharkatiya Tank Farm: worker engaged in excavation near buried pipeline without following procedure - communication breakdown between crew and control room.,0,0,0.164,Unclassified,[],Excavation,Communication Failure
RPT-00724,2025-09-26,Moran GGS,Near-Miss,electrical panel maintenance,Near-Miss raised at Moran GGS: worker engaged in electrical panel maintenance without following procedure - communication breakdown between crew and control room.,0,0,0.471,Unclassified,[],Electrical Maintenance,Communication Failure
RPT-00725,2025-10-22,Moran GGS,Near-Miss,hot work / welding near flammable storage,"While conducting hot work / welding near flammable storage, a near-miss occurred at Moran GGS because barricade/warning signage missing at work area.",0,0,0.355,Hot Work,['Hot Work'],Hot Work,Barricade/Signage Missing
RPT-00726,2025-06-26,Digboi Refinery,UC,routine equipment inspection round,"While conducting routine equipment inspection round, a uc occurred at Digboi Refinery because communication breakdown between crew and control room.",0,0,0.074,Unclassified,[],Inspection / Housekeeping,Communication Failure
RPT-00727,2025-08-15,Duliajan Field,Incident,driving light vehicle on site road,Field audit at Duliajan Field identified driving light vehicle on site road where gas test not performed before entry. No injury occurred but potential for vehicle collision was high.,0,0,0.183,Driving Safety,"['Driving Safety', 'Confined Space']",Driving / Vehicle Movement,Gas Test Skipped
RPT-00728,2025-07-11,Numaligarh Terminal,Incident,electrical panel maintenance,Incident raised at Numaligarh Terminal: worker engaged in electrical panel maintenance without following procedure - permit to work not issued before starting job.,1,1,0.776,Work Authorization,['Work Authorization'],Electrical Maintenance,Permit Not Issued
RPT-00729,2025-05-28,Digboi Refinery,UA,hot work / welding near flammable storage,Field audit at Digboi Refinery identified hot work / welding near flammable storage where permit to work not issued before starting job. No injury occurred but potential for fire or explosion in presence of flammable atmosphere was high.,0,1,0.622,Hot Work,"['Hot Work', 'Work Authorization']",Hot Work,Permit Not Issued
RPT-00730,2025-04-18,Kumchai Compressor Station,UA,housekeeping / material storage,"Observation (UA) at Kumchai Compressor Station - housekeeping / material storage in progress, however PPE (harness/gloves/goggles) not worn correctly, increasing risk of loss of critical safety function.",1,0,0.438,Working at Height,['Working at Height'],Inspection / Housekeeping,PPE Non-Compliance
RPT-00731,2025-11-15,Duliajan Workshop,UC,manual lifting with mobile crane,"While conducting manual lifting with mobile crane, a uc occurred at Duliajan Workshop because isolation point not verified with lock and tag.",1,1,0.527,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Energy Isolation']",Mechanical Lifting,Isolation Not Verified
RPT-00732,2025-03-29,Numaligarh Terminal,UC,housekeeping / material storage,Field audit at Numaligarh Terminal identified housekeeping / material storage where permit to work not issued before starting job. No injury occurred but potential for loss of critical safety function was high.,1,0,0.303,Work Authorization,['Work Authorization'],Inspection / Housekeeping,Permit Not Issued
